File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11363_20150310/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	0.001711	0.886567	/Volumes/Phillips/P5/subj/11363_20150310/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.952541	/Volumes/Phillips/P5/subj/11363_20150310/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.802333	-14.892912	-2.662781	-5.949908	3.036554	0.691516
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11367_20150430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.188212	-0.922306	/Volumes/Phillips/P5/subj/11367_20150430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	6.047181	/Volumes/Phillips/P5/subj/11367_20150430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-20.643509	-0.844935	0.387362	5.300354	-3.003594	10.436641
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11368_20150505/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-19.301065	-13.176217	/Volumes/Phillips/P5/subj/11368_20150505/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	23.209953	/Volumes/Phillips/P5/subj/11368_20150505/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-23.112490	6.025213	5.859796	0.099777	-13.292882	29.381047
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11386_20150619/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	1.786082	-0.274573	/Volumes/Phillips/P5/subj/11386_20150619/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	21.208700	/Volumes/Phillips/P5/subj/11386_20150619/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-9.665579	-3.143777	3.192187	-6.325671	-18.470951	-0.704482
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11407_20150716/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	19.029611	-5.703496	/Volumes/Phillips/P5/subj/11407_20150716/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	5.417698	/Volumes/Phillips/P5/subj/11407_20150716/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.361249	-0.693910	-10.912428	-1.122817	7.111632	5.398836
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11418_20151201/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	26.726209	0.264421	/Volumes/Phillips/P5/subj/11418_20151201/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-19.491532	/Volumes/Phillips/P5/subj/11418_20151201/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.375927	0.093846	1.352014	2.314550	-19.900175	-2.965476
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11423_20150916/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-14.882095	-3.459602	/Volumes/Phillips/P5/subj/11423_20150916/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-13.411703	/Volumes/Phillips/P5/subj/11423_20150916/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-18.497721	-3.284099	3.410464	-2.958293	-18.887456	-2.970620
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11432_20150922/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	30.956302	-1.913063	/Volumes/Phillips/P5/subj/11432_20150922/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	8.937309	/Volumes/Phillips/P5/subj/11432_20150922/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-7.670777	0.866454	-12.419475	-7.793115	9.500937	-7.388160
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11433_20150924/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.604005	-3.502561	/Volumes/Phillips/P5/subj/11433_20150924/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-8.722136	/Volumes/Phillips/P5/subj/11433_20150924/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-14.166480	2.768633	-14.667798	-8.284966	-14.859832	-14.689194
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11466_20151125/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	26.667826	0.072037	/Volumes/Phillips/P5/subj/11466_20151125/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	14.910927	/Volumes/Phillips/P5/subj/11466_20151125/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-10.152690	1.196347	-4.683823	-6.890609	2.330910	2.270109
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11473_20151217/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-8.825196	-2.051125	/Volumes/Phillips/P5/subj/11473_20151217/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-32.844560	/Volumes/Phillips/P5/subj/11473_20151217/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.654215	-0.584837	-2.969382	0.856347	-2.637830	-7.987971
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11476_20151219/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	3.903324	2.156952	/Volumes/Phillips/P5/subj/11476_20151219/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	24.344287	/Volumes/Phillips/P5/subj/11476_20151219/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-8.016537	-13.855895	-2.152582	-0.495062	-12.622649	-3.905589
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11477_20160108/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-9.574936	3.996096	/Volumes/Phillips/P5/subj/11477_20160108/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-13.533208	/Volumes/Phillips/P5/subj/11477_20160108/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-8.571624	-5.192094	-2.707263	5.362967	13.639323	0.046662
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11479_20160108/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	30.910466	2.814705	/Volumes/Phillips/P5/subj/11479_20160108/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-7.294052	/Volumes/Phillips/P5/subj/11479_20160108/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	7.722564	-0.316769	-1.522192	0.777940	18.057853	1.497464
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11483_20160128/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	36.191161	13.594726	/Volumes/Phillips/P5/subj/11483_20160128/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	3.329309	/Volumes/Phillips/P5/subj/11483_20160128/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	17.042258	-4.638705	-17.752445	-5.544475	-23.279193	-7.553337
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11485_20160112/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	10.443435	11.273618	/Volumes/Phillips/P5/subj/11485_20160112/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	18.920533	/Volumes/Phillips/P5/subj/11485_20160112/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	5.262851	-0.918744	-3.066573	-2.842054	16.487863	-12.913784
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11494_20160202/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-28.160786	-4.710973	/Volumes/Phillips/P5/subj/11494_20160202/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	16.847021	/Volumes/Phillips/P5/subj/11494_20160202/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	2.983402	-1.105372	-2.706448	-6.997731	6.913523	-3.565254
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11505_20160216/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	37.682103	-0.086688	/Volumes/Phillips/P5/subj/11505_20160216/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	6.240434	/Volumes/Phillips/P5/subj/11505_20160216/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	9.142841	-15.446063	-7.511881	-5.341383	14.183130	-15.991037
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11523_20160329/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	16.439454	-2.507850	/Volumes/Phillips/P5/subj/11523_20160329/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	17.785657	/Volumes/Phillips/P5/subj/11523_20160329/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	1.343016	-0.658079	4.540029	13.070129	-6.001464	22.412898
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11532_20160413/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	38.899403	1.368774	/Volumes/Phillips/P5/subj/11532_20160413/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-12.759691	/Volumes/Phillips/P5/subj/11532_20160413/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.141911	1.962891	-1.379722	1.730053	2.871272	2.331634
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11534_20160418/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	17.740198	-1.085294	/Volumes/Phillips/P5/subj/11534_20160418/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-11.996426	/Volumes/Phillips/P5/subj/11534_20160418/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-25.872081	-0.516328	-1.990383	-10.067670	-10.105241	-1.309294
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11539_20160430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	18.927127	1.452076	/Volumes/Phillips/P5/subj/11539_20160430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-19.249594	/Volumes/Phillips/P5/subj/11539_20160430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.748476	0.891476	-3.139454	-6.043805	8.226535	-5.152577
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11545_20160518/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	51.016605	-0.810292	/Volumes/Phillips/P5/subj/11545_20160518/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	18.975579	/Volumes/Phillips/P5/subj/11545_20160518/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	10.821644	0.516272	-5.730963	-23.350461	16.563716	2.961059
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11552_20160611/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	28.316919	-3.106452	/Volumes/Phillips/P5/subj/11552_20160611/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-5.238237	/Volumes/Phillips/P5/subj/11552_20160611/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.888871	-0.543787	-4.729888	3.877593	5.301353	4.292294
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11563_20160718/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	24.877347	-0.180200	/Volumes/Phillips/P5/subj/11563_20160718/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-18.157623	/Volumes/Phillips/P5/subj/11563_20160718/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	3.324994	6.155156	-5.908361	0.510970	0.965035	-0.238539
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11567_20160805/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	23.422552	-0.556095	/Volumes/Phillips/P5/subj/11567_20160805/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	3.068155	/Volumes/Phillips/P5/subj/11567_20160805/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.158197	-5.103544	-14.442798	-14.845209	-16.348385	-20.964728
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11572_20160819/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	22.092765	1.968729	/Volumes/Phillips/P5/subj/11572_20160819/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-7.675783	/Volumes/Phillips/P5/subj/11572_20160819/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-2.535655	-0.853134	-0.430109	0.733405	-12.125562	7.635335
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11339_20141104/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.863904	-2.288952	/Volumes/Phillips/P5/subj/11339_20141104/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.780487	/Volumes/Phillips/P5/subj/11339_20141104/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-2.963058	-1.620427	-8.971934	-0.373577	12.207924	-1.437706
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11341_20141118/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	0.217219	-6.014537	/Volumes/Phillips/P5/subj/11341_20141118/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-24.285033	/Volumes/Phillips/P5/subj/11341_20141118/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	3.935299	2.889890	3.981859	12.513568	17.832475	21.331973
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11349_20141124/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	38.225940	25.810660	/Volumes/Phillips/P5/subj/11349_20141124/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-26.054018	/Volumes/Phillips/P5/subj/11349_20141124/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	23.143718	-1.316348	8.757106	-10.293834	16.298257	-28.044830
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11352_20141230/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	2.130686	5.318846	/Volumes/Phillips/P5/subj/11352_20141230/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.053132	/Volumes/Phillips/P5/subj/11352_20141230/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.646995	-5.916761	-10.459762	4.814604	-2.969961	2.992526
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11356_20150105/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	11.230466	2.243299	/Volumes/Phillips/P5/subj/11356_20150105/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-14.803751	/Volumes/Phillips/P5/subj/11356_20150105/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	0.302040	0.516059	9.379468	1.699467	-6.472782	-8.353520
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11360_20150129/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	22.599783	3.087993	/Volumes/Phillips/P5/subj/11360_20150129/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	28.715685	/Volumes/Phillips/P5/subj/11360_20150129/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	18.209457	5.841731	0.238827	7.276381	17.585017	19.105641
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11359_20150203/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	48.623716	8.387856	/Volumes/Phillips/P5/subj/11359_20150203/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	10.816495	/Volumes/Phillips/P5/subj/11359_20150203/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.573075	2.119065	-11.773477	-13.182900	-6.661137	-6.035962
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
/Volumes/Phillips/P5/subj/11228_20150309/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	33.688417	8.558424	/Volumes/Phillips/P5/subj/11228_20150309/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	26.842098	/Volumes/Phillips/P5/subj/11228_20150309/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	2.037106	8.482191	21.695759	32.106551	8.579928	31.465893
File	Sub-brick	Mean_1  	Mean_2  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	Mean_2  	Mean_3  	Mean_4  	Mean_5  	Mean_6  
